X,Y,Splitter,Rotatio,From,TubeA001,FiberA001,Out1,TubeB001,FiberB001,SpliName,Htube,Out2,TubeB002,FiberB002,HFiber,Out3,TubeB003,FiberB003,Out4,TubeB004,FiberB004,Out5,TubeB005,FiberB005,Out6,TubeB006,FiberB006,Out7,TubeB007,FiberB007,Out8,TubeB008,FiberB008,UUID,db,icon_url,Free Ports
22.9685660138407,40.5745620892264,1x4,"1",cable 57 8x12 1998,,Yellow,"0",Brown,Black,Splitter 1048  2676,,,,,,,,,,,,,,,,,,,,,,,,,,./0.png,"3"
22.9680596297847,40.5739972710567,1x4,"145",cable 858 9x12 2867,Brown,Red,"0",Orange,Black,Splitter 1981  2781,,,,,,,,,,,,,,,,,,,,,,,,,,./0.png,"3"
